word,mean,similar
깝ㄴㄴ,깝치지 마세요  까불지 마세요 의 줄임말입니다.,깝치지 마세요
꼬댕이,공부도 못하고 놀지도 못하는 학생이라는 뜻입니다.,공부도 못하고 놀지도 못하는 학생
꼽추다,창피하게 하다라는 뜻입니다 핀잔을 주다입니다.,핀잔을 주다
낚다,다른 사람을 속임이라는 뜻입니다.,속이다
네가지,"싸가지'는 '싹+아지'의 형태로 보는 게 정설이다. '세상 모든 여자들이 싫어하는 조건(인기없음, 촌티, 뚱뚱함, 키 작음)을 한 가지씩 가지고 있는 남자들'의 이야기를 담은 '네가지'입니다.",염치가 없다
넷심,인터넷 상의 다수의 여론  또는 여론몰이 입니다.,인터넷 상의 다수의 여론
노무족,40~50대의 남성들을 일컫는 말로 더이상 아저씨가 아닌 현대적인 중년 남성을 의미합니다.,현대적인 중년 남성
님선,당신이 먼저. 어떤 일을 하기에 난감할 때 상대에게 먼저 하라고 권하는 말입니다.,"당신이 먼저, 먼저 하세요"
ㄷㄷ,무섭거나 놀랍다는 표현입니다.,너무 무섭다
닥버로우,닥치고 버로우하다의 줄임말입니다.,"조용히 숨으세요, 숨김"
닥저,인터넷에서 좋은 자료를 무조건 저장하는 표현입니다.,무조권 저장
닥쳐 말포이,싹수가 없거나 빈정대는 사람을 보고 면박을 줄 때 쓰는 표현입니다.,조용히해
돌직구,직설적으로 표현함입니다.,"직설적으로 말하다, 직설적으로 하는 말"
뒤땅,뒤에서 욕을 하거나 모함을 함입니다.,뒷담화
뒷간,앞에서는 잘해주는 척하다가 뒤에 가서 험담을 함입니다.,험담
드라마 퀸,과장되게 감성적인 여성을 드라마 여주인공처럼 지칭하는 말입니다.,드라마 여주인공
맞삭,블로그나 미니홈피에서 서로 친구 관계 삭제라는 뜻입니다.,친구 관계 삭제
먼치킨,강한 케릭터 및 능력자를 지칭하는 말입니다.,강한 케릭터
반팅,다른 사람의 미니홈피에 방문하여 나를 방문하도록 요청하는 말입니다.,"미니홈피에 방문하여 나를 방문하도록 요청, 나를 방문해주세요"
아웃오브안중,관심이 없다  신경을 쓰지 않는 의미라는 뜻입니다.,신경쓰지 않는다
악플러,다른 사람이 올린 글에 악성 비난  비방의 글을 올리는 사람을 지칭하는 말입니다.,비방의 글을 올리는 사람
안물,기분 나쁜 말  상대방이 기분을 상하는 말을 했을 때 안 물어 봤어라는 의미입니다.,안물어봤어요
알파걸,남성을 능가하는 능력을 가진 엘리트 여성을 지칭하는 말입니다.,엘리트 여성
양끗,매우 엄청 많이  긍정적인 수식어로 사용합니다.,정말 좋아
엑박,인터넷에 있는 사진  동영상 등의 자료가 삭제되었거나 경로를 알 수 없을 때 쓰는 말입니다.,경로 알수없음
투투,"투투'라고 해서 학생들이 많이 챙기는 기념일. 학생들은 보통 100일 넘기기도 힘드니까 22일을 기념하는 날. 또 만난 지 50일, 100일, 200일, 300일, 1년, 2년을 챙기기도 하고. 그래서 100일 날에는 친구들이 100원을 줌입니다.","22일, 22"
키보드워리어,인터넷에서 활발하게 활동하면서 실제 생활에서는 소심한 성격을 가진 사람을 풍자하는 표현입니다.,인터넷에서 활발하게 활동하면서 실제 생활에서는 소심한 성격을 가진 사람
신흥얼,신흥+얼간이의 합성어로 사용되는 신조어입니다.,바보
변죽,가장자리  물건의 가장자리를 의미하는 말입니다.,가장자리
낫닝겐,아주 멋지거나 훌륭해서 인간이 아닌 듯한 사람을 지칭하는 말입니다.,"너무 멋져, 너무 멋진 사람"
넘나,너무나의 줄임말입니다.,너무나
따아,따듯한 아메리카노의 줄임말입니다.,따듯한 아메리카노
대민만,대한민국 만세의 줄임말입니다.,대한민국 만세
명존세,명치를 매우 세게 때리고 싶다입니다.,"정말 화난다, 화가나서 세게 때리고 싶다, 화가나서 세게 때리는"
머머리,대와 머의 비슷함을 이용한 말. 대머리=머머리=머대리입니다.,대머리
맥날,맥도날드의 줄임말입니다.,맥도날드
믿거페,믿고 거르는 페이스북입니다.,"페이스북은 좋지 않아,  믿고 거르는 페이스북, 믿고 걸러야 하는 페이스북"
복붙,복사 붙여넣기의 줄임말입니다.,복사 붙여넣기
센송,"""조센징이라 죄송합니다"" 의 줄임말. 두 글자로 줄여서 센송이라고 합니다.",한국인이라 죄송합니다.
사못쓰,4할도 못 치는 쓰레기입니다.,4할도 못 치는 쓰레기
시강,시선강탈의 줄임말입니다.,시선강탈
세젤귀,세상에서 제일 귀여운의 줄임말입니다.,"세상에서 제일 귀여움, 세상에서 제일 귀엽다"
사이다,답답했던 속이 뻥 뚫린 상황에 쓰는 말입니다.,"시원하다, 속이 뚫린다, 속시원"
새등,새벽 등교의 줄임말입니다.,새벽 등교
새터,새내기 배움터의 줄임말입니다.,새내기 배움터
스리벨,스터디 앤드 라이프 밸런스(공부와 삶의 균형) 라는 뜻의 말입니다.,공부와 삶의 균형
인구론,인문계 90%가 논다 라는 뜻에 말입니다.,인문계 90%가 논다
안진마,안 진다는 마인드의 줄임말입니다.,안 진다는 마인드
어쩔안물,어쩌라고 안물어봤다의 줄임말입니다.,어쩌라고 안물어봤다
ㅇㅈㅇㅇㅈ,인정? 응인정의 줄임말입니다.,인정? 어 인정
안무안궁,안 물어봤고  안 궁금하다의 줄임말입니다.,"안 물어봤고  안 궁금하다, 안 물어봤고  안 궁금해"
좋페,좋아요 페이스북 메세지 줄임말입니다.,좋아요 페이스북 메세지
장미단추,멀리서 보면 미남  미녀 가까이서 보면 추남  추녀 라는 말입니다.,"멀리서 보면 미남  미녀 가까이서 보면 추남  추녀,"
존예,존X(비속어) 예쁘다의 줄임말입니다.,"매우 예쁨, 너무 예쁘다, 너무 예쁜 여자"
존잘,존X(비속어) 잘 생겼다의 줄임말입니다.,"매우 잘생김, 너무 잘생겼다"
존잘러,존X(비속어) 잘생긴 + 사람의 줄임말입니다.,"매우 잘생긴 남자, 정말 잘생겼다"
전차스,전자파 차단 스티커의 줄임말입니다.,전자파 차단 스티커
치깅스,치마레깅스의 줄임말입니다.,치마레깅스
핼조선,헬(hell : 지옥) + 조선의 합성어로 한국은 지옥같이 살아가기 힘든 사회라는 의미입니다.,살아가기 힘든 한국사회
금설리,글쓴이를 설레게 하는 리플(댓글) 이라는 말입니다.,글쓴이를 설레게 하는 댓글
금사빠,금방 사랑에 빠지는 사람을 지칭 하는 말입니다.,금방 사랑에 빠지는 사람
모솔,모태 솔로  태어나서 한 번도 이성친구가 없었던 사람 이라는 말입니다.,모태솔로
십장생,10대도 장차 백수를 생각해야 한다 라는 말입니다.,"백수 될것도 생각해야지, 장차 백수를 생각"
쩐다,한가지 일에 능통하다. 대단하다. 라는 뜻에 말입니다.,대단하다
근자감,내가 다 해결할 수 있다 는 근거 없는 자신감이라는 말입니다.,"자신감, 근거없는 자신감"
오하운,오늘 하루 운동 이라는 말입니다.,오늘 하루 운동
ㅋㅋ루삥뽕,트위치에서 사용되는 유행어로 놀릴 때 쓰이는 신조어입니다.,ㅋㅋ 루삥뽕
이것은 못 참지,댓글이나 채팅에서 자주 사용되는 공감의 유행어입니다.,이건 못 참지
따상상,주식에서 사용되는 속어로 공모가의 두 배로 가격이 올라 상한가까지 주가가 오른 것을 의미합니다.,주가 오름
채채봐,유튜브에서 많이 사용되는 신조어로 방송과 채팅을 그냥 그렇게 둬라는 의미입니다.,채팅을 그냥 그렇게 둬
ㅈㅂㅂㅇ,정보 좀 요의의 줄임말로 인터넷상에서 정보를 구걸할 때 사용됩니다.,정보좀 주세요
네다씹,네 다음 씹덕후의 줄임말로 간호사가 다음 환자를 부를 때 사용되는 신조어입니다.,네 다음 환자
역세권,지하철역이나 철도역 주변의 주변 환경 이라는 뜻입니다.,지하철역 주변 세권
미저리같어,외모나 행동이 엉망인 사람을 가리키는 신조어입니다.,"엉망이야, 엉망인 사람"
품미쳤다,다른 사람의 기술이나 외모를 칭찬하는 말을 의미하는 신조어입니다.,정말 잘한다
솜넣이 필요해,어떤 트위터 유저가 '솜넣이 필요해'라며 돈이 필요하다는 내용의 말입니다.,돈이 필요해
먹bread 긴장해라,먹방에서 사용되는 경고하는 의미의 신조어입니다.,"경고한다, 경고"
꾸웨하냐고,꾸웨액?' 은 '후회해?' 라는 뜻이다. 트위터를 중심으로 온라인 커뮤니티에 퍼져나가고 있는 단어입니다.,후회하냐고
꾸웨액?,꾸웨액?' 은 '후회해?' 라는 뜻이다. 트위터를 중심으로 온라인 커뮤니티에 퍼져나가고 있는 단어입니다.,후회해
모에모에귱,음식이 맛있다는 일본식 마법주문을 뜻하는 신조어입니다.,"음식이 맛있네요, 맛있어져라"
드르륵탁,매우 예쁘고 감동적인 모습을 강조하는 신조어입니다.,"감동적인, 감동적이야, 감동적"
얀데레,특정 대상을 집착하는 성격을 의미하는 신조어입니다.,집착하는 사람
알파세대,2011~2025년 사이의 디지털 세대를 지칭하는 신조어입니다.,디지털 세대
아파텔,아파트+오피스텔을 의미하는 신조어입니다.,아파트 오피스텔
대팔대사,부동산 시세가 계속 상승하여 대충 사고 팔아도 손해가 없을 때 사용되는 신조어입니다.,대충 사고 대출 팔아도 이득
헐랭,기운이 빠졌을 때 하는 말입니다.,기운빠짐
초글링,유치한 행동을 뜻하는 신조어로 초딩과 저글링의 비유입니다.,"유치한 사람, 유치한 행동"
오타신강림,피시에서 오타를 계속 칠 때 사용되는 말입니다.,"오타를 많이 치는 사람, 오타 많이 난다"
아사,모르면서도 아는 척 사기치는 것을 의미하는 신조어입니다.,"아는 척 사기치는 것, 아는 척 사기치는 거"
샤방,아릅답게 반짝거리는 미소 또는 모습을 의미하는 신조어입니다.,"반짝거리는, 반짝, 반짝거린다"
사신계,사강신화는 계속된다는 의미의 신조어입니다.,사강신화는 계속된다
뒤간,앞에서는 잘해주는 척하다가 뒤에 가서 뒤늦게 현실이나 우치를 뱉는 행동을 의미하는 신조어입니다.,뒷담화
깜지,종이에 글자를 빽빽하게 써넣는 것을 의미하는 신조어입니다.,체벌
까방권,까임방지권의 줄임말로  비난을 받을 때 한번 용서해주겠다는 의미의 신조어입니다.,"한 번 용서해줄께, 면제권"
킹리적갓심,합리적인 의심을 의미하는 신조어입니다.,합리적 의심
Too much information,필요 이상으로 많은 정보를 알려주기 위해 말이 긴 사람을 의미하는 신조어입니다.,"말이 많은 사람,  말이 너무 많아"
무인세대,소소한 가치를 추구하며 살아가는 세대를 의미하는 신조어입니다.,소소한 가치를 추구하는 세대
언텍트,타인과의 접촉을 피하는 사람을 의미하는 신조어입니다.,비접촉
소울리스좌,영혼없이 정확한 박자에 랩을 부르는 애버랜드 아마존 익스프레스 지권의 닉네임입니다.,소울리스좌
슬라벨,스터디 라이프 밸런스의 줄임말로  공부와 삶의 균형을 맞추겠다는 뜻입니다.,공부와 삶의 균형
무지개 매너,무지와 개매너의 줄임말로 매너가 나쁘다는 의미입니다.,나쁜 매너
추미스,추리  미스터리  스릴러의 줄임말입니다.,추리 미스터리 스릴러
빠대,빠른 태세 전환이라는 말입니다.,빠른 태세 전환
굵밥,굴국밥(메신저 용어) 단어가 합쳐진 말입니다.,굴국밥
오놀아,오~놀 줄 아는 놈인가? 이라는 말입니다.,"오~놀 줄 아는 놈인가?, 잘노는 애"
알아서 잘 딱 깔끔하고 센스 있게,알아서 잘 하세요를 뜻하는말입니다.,"알아서 잘 하세요, 알아서 잘"
KG받네,킹받드라슈 열받는다의 신조어 킹받네의 파생버전입니다.,열받네
내일 봬요 누나,2022년 가장 핫한 프로그램 환승연애2에서 시작된 밈으로 여자 출연자 해은에게 건네는 돌직구 데이트 신청 멘트 입니다.,"나랑 데이트 하자, 저랑 데이트 해요"
감동심해,감동을 심하게 받았다라는 뜻입니다.,"감동을 심하게 받았다, 감동을 심하게 받았어"
재미뿌,재미를 부(뿌)쉈다를 축약한 신조어로 노잼과 같이 재미가 없다는 것을 표현합니다.,"재미가 없다, 재밋가 없, 재미가 없는 거"
구워버린다,죽여버린다  처럼 다소 거칠거나 부정적인 말을 재치 있게 표현할 때 유용합니다.,죽여버린다
꾸짖을 갈,애니메이션 나루토에 나온 대사로 마음에 들지 않는 상황을 위트 있게 제지하는 용도로 사용되는 말입니다.,"마음에 들지 않음,마음에 들지 않아"
킹아,좋아 앞에 오버액션 접두어 킹을 붙인 말로 아주 좋다는 뜻입니다.,"아주 좋다, 정말 좋아"
H워월V,사라해를 위아래로 뒤집으면 H워월V로 보이는 것에서 유래된것 입니다.,사랑해
드르륵 탁,보고 싶은 장면이나 하고 싶은 말을 무한으로 반복해서 강조할 때 사용되는 말입니다.,나 이고 하고싶어요
쯤쯤따리,아주 작고 하찮은 것들을 모으는 모습 또는 티끌모아 태산과 비슷한 의미입니다.,티끌모아 태산
노잼,진짜 노(no)재미없다라는 말입니다.,"진짜 재미없다, 재미없는 것"
마렵다,~원하다. 하고 싶다라는 표현입니다.,"원하다, 하고싶네, 하고싶다"
고렴이,비싼 제품을 일컫는 말입니다.,"비싼제품, 비싼거"
하악하악,훙분할 때 쓰는 수식어 입니다.,하악하악
무지출챌린지,"물가가 급격하게 오르다 보니 플렉스는커녕 소확행, 가성비라는 키워드도 사치처럼 여기는 분위기가 퍼졌다. 더 나아가 돈을 극단적인 수준으로 아끼는 무지출 챌린지가 유행했다. ","무지출 유행 현상, 무지출챌린지, 무지출 도전"
자이언트스텝,"미국의 자이언트스텝 금리 인상으로 인해 글로벌 경제에 파급력을 미치고 있으며, 다른 나라들도 대응하기 위해 금리를 올려야 하는 상황을 일컷는 경제 신조어입니다.",급격한 급리 변화
사탄랠리,"2023년도 주식시장은 기대한 산타랠리가 아닌 사탄랠리로 진행되었으며, 역사적으로 시장은 어려움을 극복해왔고 지금까지 극복하지 못한 위기는 없었음을 비유하는 경제 신조어",악마 같은 주식시장
댓림픽,댓글 + 올림픽 댓글이 아주 많이 달리는 상태 라는 뜻입니다.,"많은 댓글, 많은 댓글 달리는 중"
호모인턴스,인턴만을 반복하는 취업준비생이라는 뜻입니다.+,취업준비생
아빠찬스,"어떤 자녀가 혈연인 부모의 명망, 인맥, 부, 권력 등 사회적 배경을 기회 삼아 이득을 누리는 것을 말합니다.","아버지의 은혜, 부모님 돈"
금손,"손재주가 있어서, 이것 저것 잘 만드는 사람의 손재주를 칭찬하는 말로, 그림이나, 피규어, 굿즈 제작, 일러스트레이터나 포토샵 등을 잘하는 사람들에게 많이 사용되고 있는 신조어입니다. ",손재주가 좋은 사람
신꾸,신꾸는 구멍이 송송 뚫려 있는 크록스 신발을 예로 들 수 있다. 구멍에 지비츠라고 불리는 악세사리를 끼워서 신발을 꾸미는 것이라는 뜻입니다.,신발꾸미기
디깅모멘텀,한 분야에 깊이 파고드는 사람들이 늘고있는 트렌드라는 뜻입니다.,디깅모멘텀
각잡다,시공간적으로 무엇인가를 하기 적절하거나 무엇인가 벌어질 것 같은 상황이나 시기를 뜻한다. 과거에 벌어진 일에는 사용하지 않으며 머지않은 미래에 일어나는 것이 확실할 듯한 상황에 사용합니다.,가능성을 보다
각을 잡다,시공간적으로 무엇인가를 하기 적절하거나 무엇인가 벌어질 것 같은 상황이나 시기를 뜻한다. 과거에 벌어진 일에는 사용하지 않으며 머지않은 미래에 일어나는 것이 확실할 듯한 상황에 사용합니다.,가능성을 보다
ㅆㅅㅌㅊ,(씹상타치): 아주 좋은 실력/품질을 지닌 인물/사물을 이르는 말입니다.,"최고, 최고의 "
ㄹㅇㅍㅌ,레알팩트의 초성으로 정말 사실이다 라는 뜻입니다.,"확실한 사실, 결론, 결론이"
앙 기모띠,일본어로 기분이 좋다라는 뜻입니다.,기분이 좋다
사스가,"일본어로 ""역시"" 라는 뜻입니다.",역시
소으름,소름을 길게 풀어쓴 말입니다.,소름
에바다,"말도 안 된다, 도가 지나치다는 뜻입니다.","말도 안 된다, 도가 지나쳤다."
찐따,"찐따는 어수룩하고 찌질한 사람, 타인과 잘 어울리지 못하는 사람을 뜻하는 비속어입니다.",어수룩한 사람
클라스,주로 자신이 한 행동에 대하여 그 행동의 질이 본인 기준으로 대단하다 느껴질 때 사용하는 말입니다.,나의 수준
풀발,몹시 흥분한 상태 라는 뜻입니다.,"흥분한 상태, 흥분"
빠꾸없다,뒤가 없다라는 뜻입니다.,뒤가 없다
ㄱㅇㄷ,개이득 이라는 뜻입니다.,"매우, 정말로"
ㅆㅇㄷ,씹이득 이라는 뜻입니다.,"매우, 정말로"
ㅎㅇㄷ,핵이득 이라는 뜻입니다.,"매우, 정말로"
ㄱㅆㅇㄷ,개씹이득 이라는 뜻입니다.,"매우, 정말로"
ㄱㄲ,개꿀 이라는 뜻입니다.,"재밋다, 재밋는"
ㄱㄲㅈ,개꿀잼 이라는 뜻입니다.,"재밋다, 재밋는"
ㅎㄲ,핵꿀 이라는 뜻입니다.,"재밋다, 재밋는"
ㅇㅇㄴㅇ,응 아니야 이라는 뜻입니다.,응 아니야
ㄱㅇㅈ,개 인정 이라는 뜻입니다.,정말 인정
ㅆㅇㅈ,씹인정 이라는 뜻입니다.,정말 인정
ㄱㅆㅇㅈ,개씹인정 이라는 뜻입니다.,정말 인정
ㅎㅇㅈ,핵인정 이라는 뜻입니다.,정말 인정
ㅇㅈㄱ,인정각 이라는 뜻입니다.,인정 해야지
ㄴㅇㅈ,노인정 이라는 뜻입니다.,인정 하지 않아
ㅅㅌㅊ,"온라인게임에서 일반공격 또는 타격시 입히는 평균적인 데미지를 의미하는 <평타>에서 파생된 말로 ""~정도면 평타는 치냐?""→""평타치""→ㅍㅌㅊ의 과정으로 준 것. 중간 정도의 수준이라는 의미이다. 상타치와 하타치는 여기에서 다시 파생된 말로 각각 상급수준, 하급수준을 의미합니다.",최고 수준
ㅍㅌㅊ,"온라인게임에서 일반공격 또는 타격시 입히는 평균적인 데미지를 의미하는 <평타>에서 파생된 말로 ""~정도면 평타는 치냐?""→""평타치""→ㅍㅌㅊ의 과정으로 준 것. 중간 정도의 수준이라는 의미이다. 상타치와 하타치는 여기에서 다시 파생된 말로 각각 상급수준, 하급수준을 의미합니다.",중간 수준
ㅎㅌㅊ,"온라인게임에서 일반공격 또는 타격시 입히는 평균적인 데미지를 의미하는 <평타>에서 파생된 말로 ""~정도면 평타는 치냐?""→""평타치""→ㅍㅌㅊ의 과정으로 준 것. 중간 정도의 수준이라는 의미이다. 상타치와 하타치는 여기에서 다시 파생된 말로 각각 상급수준, 하급수준을 의미합니다.",최저 수준
